rep_id	rep_name	rating	members
196627.13	Corynebacterium glutamicum ATCC 13032 (Prj:307)	NCBI_REF	439
862514.3	Pediococcus acidilactici DSM 20284	NCBI_REP	437
204773.6	Herminiimonas arsenicoxydans	NCBI_REP	428
290398.11	Chromohalobacter salexigens DSM 3043	NCBI_REP	403
272943.9	Rhodobacter sphaeroides 2.4.1	NCBI_REF	385
420998.4	Jannaschia donghaensis strain CECT 7802	NCBI_REP	380
391037.6	Salinispora arenicola CNS-205	NCBI_REP	358
362948.14	Lactobacillus salivarius UCC118	NCBI_REF	347
426355.14	Methylobacterium radiotolerans JCM 2831	NCBI_REP	342
367737.6	Arcobacter butzleri RM4018	NCBI_REP	311
279238.18	Novosphingobium aromaticivorans DSM 12444	NCBI_REP	307
357809.8	Clostridium phytofermentans ISDg	NCBI_REP	299
485917.6	Pedobacter heparinus DSM 2366	NCBI_REP	299
2023143.3	Rhodococcus sp. 15-1189-1-1a	NORMAL	297
314270.3	Rhodobacteraceae bacterium HTCC2083	NCBI_REP	296
360105.8	Campylobacter curvus 525.92	NCBI_REP	295
1238674.3	Weissella ceti NC36	NCBI_REP	292
313594.4	Polaribacter irgensii 23-P	NCBI_REP	292
349741.6	Akkermansia muciniphila ATCC BAA-835	NCBI_REP	292
1978337.3	Petrimonas sp. IBARAKI	NORMAL	271
195103.10	Clostridium perfringens ATCC 13124	NCBI_REP	268
2047749.3	Oceaniglobus indicus strain 1-19b	NORMAL	262
1736291.3	Curtobacterium sp. Leaf183	NCBI_REP	260
2743.3	Marinobacter hydrocarbonoclasticus ATCC 49840	NCBI_REP	258
290402.41	Clostridium beijerinckii NCIMB 8052	NCBI_REP	258
471472.4	Chlamydia trachomatis 434/Bu	NCBI_REF	257
759362.5	Ketogulonicigenium vulgare WSH-001	NCBI_REF	255
167546.4	Prochlorococcus marinus str. MIT 9301	NCBI_REP	248
2702.101	Gardnerella vaginalis strain CMW7778B	NORMAL	246
1499681.3	Collinsella sp. MS5	NCBI_REP	239
1244528.3	Campylobacter sp. 03-427	NCBI_REP	238
390333.7	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842	NCBI_REP	238
445974.6	Clostridium ramosum DSM 1402	NCBI_REP	228
411483.3	Faecalibacterium prausnitzii A2-165	NCBI_REP	207
749219.3	Moraxella catarrhalis RH4	NCBI_REP	205
335284.6	Psychrobacter cryohalolentis K5	NCBI_REP	204
1293911.3	Bartonella bacilliformis Ver097	NCBI_REP	195
203123.7	Oenococcus oeni PSU-1	NCBI_REP	195
420246.7	Geobacillus thermodenitrificans NG80-2	NCBI_REP	194
245018.3	butyrate-producing bacterium SSC/2	NCBI_REP	187
387344.15	Lactobacillus brevis ATCC 367	NCBI_REP	186
449447.4	Microcystis aeruginosa NIES-843	NCBI_REP	186
1526927.3	Planococcus sp. PAMC 21323	NCBI_REP	185
2715756.3	Planktotalea sp. 26A2M	NORMAL	184
1270.256	Micrococcus luteus strain MT1691313	NORMAL	182
272947.5	Rickettsia prowazekii str. Madrid E	NCBI_REF	182
272634.6	Mycoplasma pneumoniae M129	NCBI_REF	181
411461.4	Dorea formicigenerans ATCC 27755	NCBI_REP	179
145458.9	Rathayibacter toxicus strain WAC3373	NCBI_REP	174
1002809.3	Solibacillus silvestris StLB046	NCBI_REP	173
1208314.3	Gordonia namibiensis NBRC 108229	NCBI_REP	168
1403243.5	Bacillus canaveralius strain M8-28	NORMAL	166
479432.6	Streptosporangium roseum DSM 43021	NCBI_REP	162
243365.4	Chromobacterium violaceum ATCC 12472	NCBI_REP	158
1736406.3	Rhodanobacter sp. Soil772	NCBI_REP	155
252305.5	Oceanicola batsensis HTCC2597	NCBI_REP	154
349520.5	Paenibacillus polymyxa E681	NCBI_REP	152
1163671.3	Clostridium sp. 12(A)	NORMAL	150
1380392.3	Nocardioides sp. URHA0020	NCBI_REP	150
178901.10	Acetobacter malorum strain DmCS_005	NCBI_REP	150
1121354.3	Corynebacterium capitovis DSM 44611	NCBI_REP	149
2729140.3	Salinimonas sp. HHU 13199	NORMAL	147
1500960.3	Campylobacter sp. RM16704	NORMAL	146
314315.12	Lactobacillus sakei subsp. sakei 23K	NCBI_REP	145
331636.3	Chlamydophila psittaci 6BC	NCBI_REP	145
290633.11	Gluconobacter oxydans 621H	NCBI_REP	144
312153.5	Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1	NCBI_REP	138
552398.3	Ruminococcaceae bacterium D16	NCBI_REP	138
657308.3	Gordonibacter pamelaeae 7-10-1-b	NCBI_REP	135
2762323.3	Variovorax sp. PAMC28562	NORMAL	134
358681.3	Brevibacillus brevis NBRC 100599	NCBI_REP	134
300852.9	Thermus thermophilus HB8	NCBI_REF	132
1871053.137	Phenylobacterium sp. strain M41BS1SP3A60MG	NORMAL	130
1522308.4	Bacillus niameyensis strain SIT3	NCBI_REP	128
1451.18	Paenibacillus amylolyticus strain Heshi-A3	NCBI_REP	126
565034.3	Brachyspira hyodysenteriae WA1	NCBI_REP	126
749927.5	Amycolatopsis mediterranei U32	NCBI_REF	126
458233.11	Macrococcus caseolyticus JCSC5402	NCBI_REP	125
1478.19	Bacillus simplex strain RUG2-6	NORMAL	123
552396.3	Erysipelotrichaceae bacterium 5_2_54FAA	NCBI_REP	121
388413.5	Algoriphagus sp. PR1	NCBI_REP	120
317655.17	Sphingopyxis alaskensis RB2256	NCBI_REP	118
533240.4	Cylindrospermopsis raciborskii CS-505	NCBI_REP	117
991905.3	Polymorphum gilvum SL003B-26A1	NCBI_REP	117
190304.8	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	NCBI_REF	116
590998.5	Cellulomonas fimi ATCC 484	NCBI_REP	116
525327.3	Lactobacillus hilgardii ATCC 8290	NCBI_REP	114
243230.17	Deinococcus radiodurans R1	NCBI_REF	113
360911.3	Exiguobacterium sp. AT1b	NCBI_REP	113
1033731.3	Alistipes sp. JC136	NCBI_REP	112
443906.13	Clavibacter michiganensis subsp. michiganensis NCPPB 382	NCBI_REP	112
309807.25	Salinibacter ruber DSM 13855	NCBI_REF	111
321955.4	Brevibacterium linens BL2	NCBI_REP	108
863239.6	Corynebacterium nuruki S6-4	NCBI_REP	108
2509361.3	Erythrobacter sp. CFH 74456	NORMAL	107
2836866.3	Mameliella sp. DP3N28-2	NORMAL	107
479436.6	Veillonella parvula DSM 2008	NCBI_REP	104
1442599.3	Luteimonas huabeiensis HB2	NCBI_REP	103
1221996.3	Bacillus thermotolerans SGZ-8	NCBI_REP	100
1536775.3	Paenibacillus sp. FSL H7-0737	NCBI_REP	100
585502.3	Prevotella bergensis DSM 17361	NCBI_REP	100
1267021.3	Frischella perrara PEB0191	NCBI_REP	98
521097.5	Capnocytophaga ochracea DSM 7271	NCBI_REP	97
167879.5	Colwellia psychrerythraea 34H	NCBI_REP	96
216432.7	Croceibacter atlanticus HTCC2559	NCBI_REP	96
431947.7	Porphyromonas gingivalis ATCC 33277	NCBI_REP	96
633149.4	Brevundimonas subvibrioides ATCC 15264	NCBI_REP	96
634177.7	Gluconacetobacter xylinus NBRC 3288	NCBI_REP	96
192952.21	Methanosarcina mazei Go1	NCBI_REP	95
1437874.4	Corynebacterium sphenisci DSM 44792	NORMAL	93
255435.5	uncultured Formosa sp. strain AG-337-K17	NORMAL	93
709991.3	Odoribacter splanchnicus DSM 220712	NCBI_REP	93
134676.3	Actinoplanes sp. SE50/110	NCBI_REP	92
680646.3	Rothia mucilaginosa DY-18	NCBI_REP	90
1071085.3	haloarchaeon 3A1_DGR	NCBI_REP	89
1385664.3	Hymenobacter sp. DG25B	NCBI_REP	89
1507512.3	Romboutsia sp. Frifi strain FRIFI	NORMAL	89
405948.11	Saccharopolyspora erythraea NRRL 2338	NCBI_REP	89
1170562.3	Calothrix sp. PCC 6303	NCBI_REP	88
1230341.3	Salimicrobium sp. MJ3	NCBI_REP	88
1736408.3	Nocardioides sp. Soil774	NCBI_REP	87
1129547.3	Sphingobium sufflavum HL-25	NORMAL	86
1238.86	Piscirickettsia salmonis A1-15972	NCBI_REP	86
1529066.4	Arthrobacter echini strain P9	NORMAL	86
227377.7	Coxiella burnetii RSA 493	NCBI_REF	86
179408.3	Oscillatoria nigro-viridis PCC 7112	NCBI_REP	85
283942.6	Idiomarina loihiensis L2TR	NCBI_REP	84
287752.3	Aurantimonas manganoxydans SI85-9A1	NCBI_REP	84
380394.4	Acidithiobacillus ferrooxidans ATCC 53993	NCBI_REP	84
640081.3	Dechlorosoma suillum PS	NCBI_REP	84
525246.3	Actinomyces urogenitalis DSM 15434	NCBI_REP	83
301302.4	Roseburia faecis strain M72	NCBI_REP	82
1227481.4	Halorubrum hochstenium ATCC 700873	NCBI_REP	81
526225.7	Geodermatophilus obscurus DSM 43160	NCBI_REP	81
411466.7	Actinomyces odontolyticus ATCC 17982	NCBI_REP	80
443610.3	Devosia geojensis strain BD-c194	NCBI_REP	80
639283.3	Starkeya novella DSM 506	NCBI_REP	80
68260.3	Streptomyces pyridomyceticus strain NRRL ISP-5024	NCBI_REP	80
1077144.3	Dietzia alimentaria 72	NCBI_REP	77
378753.5	Kocuria rhizophila DC2201	NCBI_REP	76
1087479.3	Carnobacterium maltaromaticum ATCC 35586	NCBI_REP	75
347257.7	Mycoplasma agalactiae PG2	NCBI_REP	75
1203578.3	Pseudomonas sp. HPB0071	NCBI_REP	74
1227490.4	Halovivax asiaticus JCM 14624	NCBI_REP	74
1238186.3	Leucobacter salsicius M1-8	NCBI_REP	74
59561.3	Trueperella bernardiae strain LCDC 89-0504	NCBI_REP	74
62928.8	Azoarcus sp. BH72	NCBI_REP	74
1423720.3	Lactobacillus alimentarius DSM 20249	NCBI_REP	73
907.4	Megasphaera elsdenii DSM 20460	NCBI_REP	73
1120960.3	Agromyces subbeticus DSM 16689	NCBI_REP	72
1376.123	Aerococcus urinae strain CCUG36881	NCBI_REP	72
1001240.4	Cryobacterium roopkundense RuG17	NCBI_REP	71
1158146.3	Thioalkalivibrio sp. ALJT	NCBI_REP	71
862719.3	Azospirillum lipoferum 4B	NCBI_REP	70
1122228.3	Metascardovia criceti DSM 17774	NCBI_REP	69
1449353.3	Streptacidiphilus oryzae TH49	NCBI_REP	69
2663870.3	Bosea sp. OAE506	NORMAL	69
262543.8	Exiguobacterium sibiricum 255-15	NCBI_REP	68
272632.4	Mycoplasma mycoides subsp. mycoides SC str. PG1	NCBI_REF	68
324057.4	Paenibacillus sp. JDR-2	NCBI_REP	68
1192034.3	Chondromyces apiculatus DSM 436	NCBI_REP	67
148814.8	Lactobacillus kunkeei strain LAko	NCBI_REP	67
1788.10	Mycolicibacter terrae strain F12-74	NORMAL	67
1042377.3	Alteromonas sp. S89	NCBI_REP	66
1397.4	Bacillus circulans strain RIT379	NCBI_REP	66
66712.6	Propionibacterium freudenreichii subsp. freudenreichii strain 20271T	NCBI_REP	66
1173021.3	cyanobacterium PCC 7702	NCBI_REP	65
471854.5	Dyadobacter fermentans DSM 18053	NCBI_REP	65
96563.4	Pseudomonas stutzeri ATCC 17588 = LMG 11199	NCBI_REP	65
167539.5	Prochlorococcus marinus subsp. marinus str. CCMP1375	NCBI_REF	64
1476025.3	Bacillus vini strain JCM 19841	NORMAL	63
557598.3	Laribacter hongkongensis HLHK9	NCBI_REP	63
1096930.3	Novosphingobium lindaniclasticum LE124	NCBI_REP	61
480520.3	Myroides profundi D25	NCBI_REP	61
675635.11	Pseudonocardia dioxanivorans CB1190	NCBI_REP	61
1969167.3	Blautia sp. LMAG:30	NORMAL	60
1237500.3	Nocardiopsis ganjiahuensis DSM 45031	NCBI_REP	59
945021.8	Tetragenococcus halophilus NBRC 12172	NCBI_REP	59
1208321.3	Marinomonas sp. D104	NCBI_REP	58
1385521.3	Knoellia subterranea KCTC 19937	NCBI_REP	58
271065.3	Methylomicrobium alcaliphilum strain 20Z	NCBI_REP	58
556325.3	Neomicrococcus aestuarii strain B18	NORMAL	58
583345.3	Methylotenera mobilis JLW8	NCBI_REP	57
698758.3	Amphibacillus xylanus NBRC 15112	NCBI_REP	57
190650.5	Caulobacter crescentus CB15	NCBI_REF	56
237727.5	Erythrobacter sp. NAP1	NCBI_REP	55
1122152.3	Lactobacillus psittaci DSM 15354	NCBI_REP	54
1808508.3	Altererythrobacter endophyticus strain LMG 29518	NORMAL	54
2864039.3	Actinomadura sp. PM05-2	NORMAL	54
553217.3	Enhydrobacter aerosaccus SK60	NCBI_REP	54
1528106.3	Thalassospira australica NP3b2	NCBI_REP	53
485918.6	Chitinophaga pinensis DSM 2588	NCBI_REP	53
297352.8	Lactococcus piscium MKFS47	NCBI_REP	52
387093.6	Sulfurovum sp. NBC37-1	NCBI_REP	52
1285583.3	Corynebacterium casei LMG S-19264	NCBI_REP	51
1604334.3	Luteimonas tolerans strain UM1	NORMAL	51
614083.3	Comamonadaceae bacterium ED16	NCBI_REP	51
882446.3	Nocardia goodfellowii strain DSM 45516	NORMAL	51
1150399.3	Leifsonia sp. 109	NCBI_REP	50
228405.9	Hyphomonas neptunium ATCC 15444	NCBI_REP	50
1122967.3	Pontibacter roseus DSM 17521	NCBI_REP	48
1298593.3	Thalassolituus oleivorans MIL-1	NCBI_REP	48
1869190.115	Roseomonas sp. strain M076S1SP10A20BQC	NORMAL	48
469615.3	Fusobacterium gonidiaformans ATCC 25563	NCBI_REP	48
743718.4	Isoptericola variabilis 225	NCBI_REP	48
944564.4	Veillonella sp. oral taxon 780 str. F0422	NCBI_REP	48
1123268.4	Sphingomonas jaspsi DSM 18422	NCBI_REP	47
1123313.3	Streptococcus pleomorphus DSM 20574	NCBI_REP	47
521095.6	Atopobium parvulum DSM 20469	NCBI_REP	47
59823.1524	Prevotella sp. UW_TS_PREV1_1	NORMAL	47
312284.4	marine actinobacterium PHSC20C1	NCBI_REP	46
420247.28	Methanobrevibacter smithii ATCC 35061	NCBI_REP	46
1384484.3	Adlercreutzia equolifaciens DSM 19450	NCBI_REP	45
264251.5	Cellulosimicrobium funkei strain U11	NCBI_REP	45
1736282.3	Frigoribacterium sp. Leaf164	NCBI_REP	44
1892894.3	Salinivibrio sp. DV	NORMAL	44
36841.16	Terrisporobacter glycolicus strain FS03	NORMAL	44
436308.17	Nitrosopumilus maritimus SCM1	NCBI_REP	44
1096856.3	Pseudonocardia sp. EC080619-01	NCBI_REP	43
180281.4	Cyanobium sp. PCC 7001	NCBI_REP	43
1036673.3	Paenibacillus mucilaginosus KNP414	NCBI_REP	42
1591054.3	Thermococcus sp. EP1	NCBI_REP	42
521096.6	Tsukamurella paurometabola DSM 20162	NCBI_REP	42
1235795.3	Paenibacillus barengoltzii G22	NCBI_REP	41
216389.10	Dehalococcoides sp. BAV1	NCBI_REP	41
404380.4	Geobacter bemidjiensis Bem	NCBI_REP	41
427317.9	Sulfolobus islandicus M.14.25	NCBI_REP	41
515620.4	Eubacterium eligens ATCC 27750	NCBI_REP	41
59374.5	Fibrobacter succinogenes subsp. succinogenes S85	NCBI_REP	41
696747.3	Arthrospira platensis NIES-39	NCBI_REP	41
1324766.3	Rothia endophytica 56QC2O2	NORMAL	40
2588535.4	Candidatus Methylopumilus rimovensis strain MMS-RI-1	NORMAL	40
363870.8	Bacillus ginsengihumi strain Gsoil 114	NORMAL	40
264731.4	Prevotella ruminicola 23	NCBI_REP	39
334413.6	Finegoldia magna ATCC 29328	NCBI_REP	39
548479.6	Mobiluncus curtisii ATCC 43063	NCBI_REP	39
591001.3	Acidaminococcus fermentans DSM 20731	NCBI_REP	39
865938.3	Weeksella virosa DSM 16922	NCBI_REP	39
1049972.3	Leptospira licerasiae serovar Varillal str. VAR 010	NCBI_REP	38
1255619.3	Vagococcus fluvialis bH819 strain bH819	NORMAL	38
1354277.3	Virgibacillus sp. CM-4	NCBI_REP	38
2486026.3	Cryobacterium sp. NEAU-85	NORMAL	38
47994.5	Leptothrix mobilis strain DSM 10617	NORMAL	38
1042375.3	Marinobacterium stanieri S30	NCBI_REP	37
1203606.4	Butyricicoccus pullicaecorum 1.2	NCBI_REP	37
1229203.3	actinobacterium LLX17	NCBI_REP	37
2283596.4	Candidatus Actinomarina sp. HD9-500m-PIT-SAG01	SINGLE_SSU	37
2780077.3	Moraxella sp. K1664	NORMAL	37
517722.3	Citromicrobium sp. JLT1363	NCBI_REP	37
521460.8	Caldicellulosiruptor bescii DSM 6725	NCBI_REP	37
71999.5	Kocuria palustris strain MU14/1	NCBI_REP	37
1122138.3	Kribbella catacumbae DSM 19601	NCBI_REP	36
1196323.3	Paenibacillus sp. OSY-SE	NCBI_REP	36
1736333.3	Plantibacter sp. Leaf314	NCBI_REP	36
264203.5	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	NCBI_REP	36
37923.8	Kocuria kristinae strain RSA28	NCBI_REP	36
515619.6	Eubacterium rectale ATCC 33656	NCBI_REP	36
550540.3	Ferrimonas balearica DSM 9799	NCBI_REP	36
655811.4	Anaerococcus vaginalis ATCC 51170	NCBI_REP	36
658172.5	Candidatus Liberibacter solanacearum CLso-ZC1	NCBI_REP	36
66692.6	Bacillus clausii KSM-K16	NCBI_REP	36
79883.5	Bacillus horikoshii strain FJAT-14233	NCBI_REP	36
858.4	Fusobacterium necrogenes strain NCTC10723	NORMAL	36
1095025.3	Demequina flava strain NBRC 105854	NCBI_REP	35
1196324.3	Bacillus macauensis ZFHKF-1	NCBI_REP	35
1397108.4	Celeribacter marinus strain IMCC12053	NCBI_REP	35
388401.3	Rhodobacteraceae bacterium HTCC2150	NCBI_REP	35
456481.4	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'	NCBI_REP	35
665956.3	Subdoligranulum sp. 4_3_54A2FAA	NCBI_REP	35
925409.4	Sediminibacterium sp. OR53	NCBI_REP	35
1736381.3	Aureimonas sp. Leaf454	NCBI_REP	34
393595.15	Alcanivorax borkumensis SK2	NCBI_REP	34
59920.5	Prochlorococcus marinus str. NATL2A	NCBI_REP	34
742816.3	Megamonas funiformis YIT 11815	NCBI_REP	34
1203568.3	Dermabacter sp. HFH0086	NCBI_REP	33
1566358.3	Paenibacillus sp. IHBB 10380	NCBI_REP	33
326298.7	Sulfurimonas denitrificans DSM 1251	NCBI_REP	33
396588.4	Thioalkalivibrio sulfidophilus HL-EbGr7	NCBI_REP	33
710393.3	Helicobacter suis HS1	NCBI_REP	33
1118060.3	Coriobacteriaceae bacterium phI	NCBI_REP	32
2745947.3	Spirosoma sp. KUDC1026	NORMAL	32
28258.4	Cobetia marina strain KMM 296	NCBI_REP	32
883103.3	Dolosigranulum pigrum ATCC 51524	NCBI_REP	32
979226.3	Cohnella panacarvi Gsoil 349	NCBI_REP	32
1148.35	Synechocystis sp. PCC 6803	NCBI_REP	31
2017437.32	Thiolapillus sp. Ifr-SOX-66	NORMAL	31
2049039.65	Phascolarctobacterium sp. strain L2_037_000M1_dasL2_037_000M1_concoct_88	NORMAL	31
214.52	Helicobacter felis strain cn23e	NORMAL	31
398511.4	Bacillus pseudofirmus OF4	NCBI_REP	31
40545.1270	Sutterella wadsworthensis strain FDAARGOS_1159 strain Not applicable	NORMAL	31
505682.4	Ureaplasma parvum serovar 3 str. ATCC 27815	NCBI_REP	31
525328.4	Lactobacillus iners DSM 13335	NCBI_REP	31
572479.3	Halanaerobium praevalens DSM 2228	NCBI_REP	31
639030.3	Acidobacteria bacterium KBS 146	NCBI_REP	31
999415.3	Eggerthia catenaformis OT 569 = DSM 20559	NCBI_REP	31
136993.3	Methylosinus sp. LW4	NCBI_REP	30
347256.5	Mycoplasma hominis strain PG21	NCBI_REP	30
519441.6	Streptobacillus moniliformis DSM 12112	NCBI_REP	30
931099.3	Rickettsia endosymbiont of Oedothorax gibbosus Oegibbosus-W744x776	NORMAL	30
1168034.5	Draconibacterium orientale strain FH5	NCBI_REP	29
1274.3	Dermacoccus nishinomiyaensis strain M25	NCBI_REP	29
1379910.4	Rufibacter sp. DG31D	NCBI_REP	29
2682541.3	Bacillus sp. N1-1	NORMAL	29
537970.14	Helicobacter canadensis MIT 98-5491 (Prj:30719)	NCBI_REP	29
768710.3	Desulfosporosinus youngiae DSM 17734	NCBI_REP	29
91822.3	Legionella beliardensis strain NCTC13315	NORMAL	29
1123227.4	Saccharibacter floricola DSM 15669	NCBI_REP	28
1720200.29	Anaerotruncus rubiinfantis strain MGYG-HGUT-00131	NORMAL	28
2172121.3	Pararhodobacter sp. AM505	SINGLE_SSU	28
272844.11	Pyrococcus abyssi GE5	NCBI_REP	28
365046.3	Ramlibacter tataouinensis TTB310	NCBI_REP	28
439292.5	Bacillus selenitireducens MLS10	NCBI_REP	28
523794.5	Leptotrichia buccalis DSM 1135	NCBI_REP	28
572477.4	Allochromatium vinosum DSM 180	NCBI_REP	28
911045.3	Pseudovibrio sp. FO-BEG1	NCBI_REP	28
937774.3	Taylorella equigenitalis MCE9	NCBI_REP	28
1122613.3	Oceanicaulis alexandrii DSM 11625	NCBI_REP	27
1261130.3	Wohlfahrtiimonas chitiniclastica SH04	NCBI_REP	27
1817793.3	Alcanivorax sp. KX64203	NORMAL	27
1864939.4	Parapedobacter lycopersici KACC 18788	NORMAL	27
243274.5	Thermotoga maritima MSB8	NCBI_REF	27
2557994.3	Sphingobacterium sp. CZ-2	NORMAL	27
262723.5	Mycoplasma synoviae 53	NCBI_REP	27
2756.40	Brochothrix thermosphacta strain TMW 2.2101	NORMAL	27
2902423.3	Candidatus Nanosynbacter sp. HMT352 strain KC1	SINGLE_SSU	27
577679.3	Prauserella flava DSM 45265	NORMAL	27
983917.3	Rubrivivax gelatinosus IL144	NCBI_REP	27
1265846.4	Listeria rocourtiae FSL F6-920	NORMAL	26
1538529.7	uncultured Planktomarina sp. strain FRAM18_bin046	NORMAL	26
1827502.3	Lentibacillus populi strain CGMCC 1.15454	NORMAL	26
2040624.3	Gemella sp. ND 6198	NORMAL	26
264732.11	Moorella thermoacetica ATCC 39073	NCBI_REF	26
2729175.3	Cellulomonas sp. 40-2	NORMAL	26
469618.3	Fusobacterium varium ATCC 27725	NCBI_REP	26
667015.3	Bacteroides salanitronis DSM 18170 strain DSM 18179	NCBI_REP	26
1034808.3	Mycoplasma anatis 1340	NCBI_REP	25
1121122.3	Brevibacterium album DSM 18261	NCBI_REP	25
1201293.3	Moritella dasanensis ArB 0140	NCBI_REP	25
1727.3	Corynebacterium variabile strain NRRL B-4201	NCBI_REP	25
254945.26	Ehrlichia ruminantium str. Welgevonden (Prj:9614)	NCBI_REP	25
2897774.3	Ruania sp. LR1S40	NORMAL	25
106370.16	Frankia sp. CcI3	NCBI_REP	24
1395513.3	Sporolactobacillus laevolacticus DSM 442	NCBI_REP	24
154288.6	Turicibacter sanguinis	NCBI_REP	24
1915431.3	Methanobacterium sp. UBA299	NORMAL	24
212042.8	Anaplasma phagocytophilum HZ	NCBI_REP	24
234826.6	Anaplasma marginale str. St. Maries	NCBI_REP	24
259564.15	Methanococcoides burtonii DSM 6242	NCBI_REP	24
2605429.3	Mycobacterium sp. LNNU 331112	NORMAL	24
2905648.5	Paenibacillus sp. JJ-42 CIP111891	NORMAL	24
331635.3	Chlamydophila pecorum E58	NCBI_REP	24
368407.15	Methanoculleus marisnigri JR1	NCBI_REP	24
406327.12	Methanococcus vannielii SB	NCBI_REP	24
428125.8	Clostridium leptum DSM 753	NCBI_REP	24
471852.6	Thermomonospora curvata DSM 43183	NCBI_REP	24
1121013.3	Arenimonas composti DSM 18010	NCBI_REP	23
1185325.3	Lactobacillus coryniformis subsp. coryniformis CECT 5711	NCBI_REP	23
1349786.3	Zimmermannella alba NBRC 15616	NORMAL	23
1449976.3	Kutzneria albida DSM 43870	NCBI_REP	23
1679467.3	Apibacter sp. wkB309	NORMAL	23
