genome_id	genome_name	taxonomy
1031538.4	Neptunomonas concharum strain JCM17730	Neptunomonas concharum, Neptunomonas, Oceanospirillaceae, Oceanospirillales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1031541.3	Tropicimonas sediminicola strain DSM 29339	Tropicimonas sediminicola, Tropicimonas, Roseobacteraceae, Rhodobacterales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1031542.14	Campylobacter volucris strain MON0180	Campylobacter volucris, Campylobacter, Campylobacteraceae, Campylobacterales, Epsilonproteobacteria, delta/epsilon subdivisions, Proteobacteria, Bacteria, cellular organisms
1031564.3	Campylobacter insulaenigrae NCTC 12927	Campylobacter insulaenigrae, Campylobacter, Campylobacteraceae, Campylobacterales, Epsilonproteobacteria, delta/epsilon subdivisions, Proteobacteria, Bacteria, cellular organisms
1031594.5	Extensimonas vulgaris strain S4	Extensimonas vulgaris, Extensimonas, Comamonadaceae, Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1032069.3	Campylobacter ureolyticus RIGS 9880	Campylobacter ureolyticus, Campylobacter, Campylobacteraceae, Campylobacterales, Epsilonproteobacteria, delta/epsilon subdivisions, Proteobacteria, Bacteria, cellular organisms
1032239.4	Arcobacter skirrowii CCUG 10374	Aliarcobacter skirrowii, Aliarcobacter, Arcobacteraceae, Campylobacterales, Epsilonproteobacteria, delta/epsilon subdivisions, Proteobacteria, Bacteria, cellular organisms
1032240.8	Arcobacter thereius LMG 24486	Aliarcobacter thereius, Aliarcobacter, Arcobacteraceae, Campylobacterales, Epsilonproteobacteria, delta/epsilon subdivisions, Proteobacteria, Bacteria, cellular organisms
1032242.3	Campylobacter sp. RM10537	Campylobacter sp. RM10537, unclassified Campylobacter, Campylobacter, Campylobacteraceae, Campylobacterales, Epsilonproteobacteria, delta/epsilon subdivisions, Proteobacteria, Bacteria, cellular organisms
1032243.3	Campylobacter sp. RM6914	Campylobacter sp. RM6914, unclassified Campylobacter, Campylobacter, Campylobacteraceae, Campylobacterales, Epsilonproteobacteria, delta/epsilon subdivisions, Proteobacteria, Bacteria, cellular organisms
1032480.4	Microlunatus phosphovorus NM-1	Microlunatus phosphovorus, Microlunatus, Propionibacteriaceae, Propionibacteriales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1032623.3	Otariodibacter oris strain DSM 23800	Otariodibacter oris, Otariodibacter, Pasteurellaceae, Pasteurellales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1033730.6	Aeromicrobium massiliense JC14	Aeromicrobium massiliense, Aeromicrobium, Nocardioidaceae, Propionibacteriales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1033731.3	Alistipes sp. JC136	Alistipes timonensis, Alistipes, Rikenellaceae, Bacteroidales, Bacteroidia, Bacteroidetes, Bacteroidetes/Chlorobi group, FCB group, Bacteria, cellular organisms
1033734.3	Bacillus sp. 10403023	Bacillus timonensis, Bacillus, Bacillaceae, Bacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1033736.3	Brevibacterium sp. JC43	Brevibacterium senegalense, Brevibacterium, Brevibacteriaceae, Micrococcales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1033737.3	Clostridium sp. JC122	Clostridium senegalense, Clostridium, Clostridiaceae, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1033741.4	Microvirga sp. JC119	Microvirga massiliensis, Microvirga, Methylobacteriaceae, Hyphomicrobiales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1033810.11	Haloplasma contractile SSD-17B	Haloplasma contractile, Haloplasma, Haloplasmataceae, Haloplasmatales, Mollicutes, Tenericutes, Terrabacteria group, Bacteria, cellular organisms
1033837.3	Lactobacillus kefiranofaciens ZW3	Lactobacillus kefiranofaciens, Lactobacillus, Lactobacillaceae, Lactobacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1034345.3	Coriobacteriaceae bacterium JC110	Senegalimassilia anaerobia, Senegalimassilia, Coriobacteriaceae, Coriobacteriales, Coriobacteriia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1034346.3	Clostridiaceae bacterium JC13	Dielma fastidiosa, Dielma, Erysipelotrichaceae, Erysipelotrichales, Erysipelotrichia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1034347.3	Bacillus massiliosenegalensis JC6	Robertmurraya massiliosenegalensis, Robertmurraya, Bacillaceae, Bacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1034808.3	Mycoplasma anatis 1340	Mycoplasmopsis anatis, Mycoplasmopsis, Mycoplasmataceae, Mycoplasmatales, Mollicutes, Tenericutes, Terrabacteria group, Bacteria, cellular organisms
1034943.3	Legionella massiliensis strain FF2	Legionella massiliensis, Legionella, Legionellaceae, Legionellales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1036673.3	Paenibacillus mucilaginosus KNP414	Paenibacillus mucilaginosus, Paenibacillus, Paenibacillaceae, Bacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1036674.4	Idiomarina sp. A28L	Idiomarina sp. A28L, unclassified Idiomarina, Idiomarina, Idiomarinaceae, Alteromonadales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1036778.3	Bosea lathyri strain DSM 26656	Bosea lathyri, Bosea, Boseaceae, Hyphomicrobiales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
103725.4	Kutzneria kofuensis strain DSM 43851	Kutzneria kofuensis, Kutzneria, Pseudonocardiaceae, Pseudonocardiales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
103729.3	Actinokineospora globicatena DSM 44256	Actinokineospora globicatena, Actinokineospora, Pseudonocardiaceae, Pseudonocardiales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
103733.3	Saccharothrix syringae strain NRRL B-16468	Saccharothrix syringae, Saccharothrix, Pseudonocardiaceae, Pseudonocardiales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1037362.5	Tropicibacter phthalicicus strain DSM 26923	Pelagimonas phthalicica, Pelagimonas, Roseobacteraceae, Rhodobacterales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1037889.3	Profundibacterium mesophilum KAUST100406-0324	Profundibacterium mesophilum, Profundibacterium, Roseobacteraceae, Rhodobacterales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
103836.3	Thermopolyspora flexuosa strain DSM 43186	Thermopolyspora flexuosa, Thermopolyspora, Streptosporangiaceae, Streptosporangiales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
104097.5	Acetobacter estunensis strain LMG 1626	Acetobacter estunensis, Acetobacter, Acetobacteraceae, Rhodospirillales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
104098.10	Acetobacter peroxydans strain ATCC 12874	Acetobacter peroxydans, Acetobacter, Acetobacteraceae, Rhodospirillales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1041504.3	Candidatus Arthromitus sp. SFB-rat-Yit	Candidatus Arthromitus sp. SFB-rat-Yit, unclassified Candidatus Arthromitus, Candidatus Arthromitus, Clostridiaceae, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1041766.3	Methylacidimicrobium cyclopophantes strain 3B	Methylacidimicrobium cyclopophantes, Methylacidimicrobium, Verrucomicrobia incertae sedis, Verrucomicrobia, PVC group, Bacteria, cellular organisms
1041768.3	Methylacidimicrobium tartarophylax strain 4A	Methylacidimicrobium tartarophylax, Methylacidimicrobium, Verrucomicrobia incertae sedis, Verrucomicrobia, PVC group, Bacteria, cellular organisms
1041809.3	Candidatus Arthromitus sp. SFB-mouse-Yit	Candidatus Arthromitus sp. SFB-mouse, unclassified Candidatus Arthromitus, Candidatus Arthromitus, Clostridiaceae, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1041930.6	Methanocella conradii HZ254	Methanocella conradii, Methanocella, Methanocellaceae, Methanocellales, Methanomicrobia, Stenosarchaea group, Euryarchaeota, Archaea, cellular organisms
1042.188	Erythrobacter sp. strain NP_1	Erythrobacter sp., unclassified Erythrobacter, Erythrobacter, Erythrobacter/Porphyrobacter group, Erythrobacteraceae, Sphingomonadales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
104205.3	Streptomonospora salina strain DSM 44593	Streptomonospora salina, Streptomonospora, Nocardiopsaceae, Streptosporangiales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1042156.4	Clostridium sp. SY8519	Clostridium sp. SY8519, unclassified Clostridium, Clostridium, Clostridiaceae, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1042163.3	Brevibacillus laterosporus LMG 15441	Brevibacillus laterosporus, Brevibacillus, Paenibacillaceae, Bacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1042375.3	Marinobacterium stanieri S30	Marinobacterium stanieri, Marinobacterium, Oceanospirillaceae, Oceanospirillales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1042377.3	Alteromonas sp. S89	Microbulbifer agarilyticus, Microbulbifer, Microbulbiferaceae, Cellvibrionales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1042957.3	Cellulomonas sp. GX59 strain SLBN-39	Cellulomonas sp. GX59, unclassified Cellulomonas, Cellulomonas, Cellulomonadaceae, Micrococcales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
104336.15	Microbacterium foliorum strain M2	Microbacterium foliorum, Microbacterium, Microbacteriaceae, Micrococcales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1043493.3	Lysinimicrobium mangrovi NBRC 105856	Demequina mangrovi, Demequina, Demequinaceae, Micrococcales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1044.3	Erythrobacter longus strain DSM 6997	Erythrobacter longus, Erythrobacter, Erythrobacter/Porphyrobacter group, Erythrobacteraceae, Sphingomonadales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1045004.4	Oenococcus kitaharae DSM 17330	Oenococcus kitaharae, Oenococcus, Lactobacillaceae, Lactobacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1045009.3	Citricoccus sp. CH26A	Citricoccus sp. CH26A, unclassified Citricoccus, Citricoccus, Micrococcaceae, Micrococcales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1045317.5	Sphingomonas lutea KCTC 23642	Sphingomonas lutea, Sphingomonas, Sphingomonadaceae, Sphingomonadales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1045854.4	Weissella koreensis KACC 15510	Weissella koreensis, Weissella, Lactobacillaceae, Lactobacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1045855.3	Pseudoxanthomonas spadix BD-a59	Pseudoxanthomonas spadix, Pseudoxanthomonas, Xanthomonadaceae, Xanthomonadales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1046043.3	Natronomonas gomsonensis strain YCN60	Natronomonas gomsonensis, Natronomonas, Haloarculaceae, Halobacteriales, Halobacteria, Stenosarchaea group, Euryarchaeota, Archaea, cellular organisms
1046556.3	Nocardioides daejeonensis strain MJ31	Nocardioides daejeonensis, Nocardioides, Nocardioidaceae, Propionibacteriales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1046581.3	Chlamydiaceae bacterium 10-1398/6	Chlamydia ibidis, Chlamydia, Chlamydia/Chlamydophila group, Chlamydiaceae, Chlamydiales, Chlamydiia, Chlamydiae, PVC group, Bacteria, cellular organisms
1046594.4	Lactobacillus malefermentans KCTC 3548	Secundilactobacillus malefermentans, Secundilactobacillus, Lactobacillaceae, Lactobacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1046595.4	Lactobacillus suebicus KCTC 3549	Paucilactobacillus suebicus, Paucilactobacillus, Lactobacillaceae, Lactobacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1046598.4	Lactobacillus versmoldensis KCTC 3814	Companilactobacillus versmoldensis, Companilactobacillus, Lactobacillaceae, Lactobacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1046599.3	Lactobacillus acidipiscis KCTC 13900	Ligilactobacillus acidipiscis, Ligilactobacillus, Lactobacillaceae, Lactobacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
104662.3	Chitinophaga japonensis strain DSM 13484	Chitinophaga japonensis, Chitinophaga, Chitinophagaceae, Chitinophagales, Chitinophagia, Bacteroidetes, Bacteroidetes/Chlorobi group, FCB group, Bacteria, cellular organisms
1048339.7	Sporichthya polymorpha DSM 43042	Sporichthya polymorpha, Sporichthya, Sporichthyaceae, Sporichthyales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1048340.6	Marininema mesophilum strain DSM 45610	Marininema mesophilum, Marininema, Thermoactinomycetaceae, Bacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1048380.9	Fusibacter sp. 3D3	Fusibacter sp. 3D3, unclassified Fusibacter, Fusibacter, Eubacteriales Family XII. Incertae Sedis, Eubacteriales incertae sedis, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1048394.3	Compostimonas suwonensis strain DSM 25625	Compostimonas suwonensis, Compostimonas, Microbacteriaceae, Micrococcales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1048740.5	Candidatus Protistobacter heckmanni Eae6	Candidatus Protistobacter heckmanni, Candidatus Protistobacter, Burkholderiaceae, Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1048740.6	Candidatus Protistobacter heckmanni POH1	Candidatus Protistobacter heckmanni, Candidatus Protistobacter, Burkholderiaceae, Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1048830.3	Mycoplasma iowae 695	Malacoplasma iowae, Malacoplasma, Mycoplasmoidaceae, Mycoplasmoidales, Tenericutes, Terrabacteria group, Bacteria, cellular organisms
1048983.3	Anditalea andensis strain LY1	Anditalea andensis, Anditalea, Cytophagaceae, Cytophagales, Cytophagia, Bacteroidetes, Bacteroidetes/Chlorobi group, FCB group, Bacteria, cellular organisms
1049789.4	Leptospira broomii serovar Hurstbridge str. 5399	Leptospira broomii, Leptospira, Leptospiraceae, Leptospirales, Spirochaetia, Spirochaetes, Bacteria, cellular organisms
1049972.3	Leptospira licerasiae serovar Varillal str. VAR 010	Leptospira licerasiae, Leptospira, Leptospiraceae, Leptospirales, Spirochaetia, Spirochaetes, Bacteria, cellular organisms
1050174.4	Corynebacterium epidermidicanis strain DSM 45586	Corynebacterium epidermidicanis, Corynebacterium, Corynebacteriaceae, Corynebacteriales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1050201.52	Allobaculum stercoricanis DSM 13633	Allobaculum stercoricanis, Allobaculum, Erysipelotrichaceae, Erysipelotrichales, Erysipelotrichia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1050202.3	Actinopolyspora mortivallis DSM 44261 strain HS-1	Actinopolyspora mortivallis, Actinopolyspora, Actinopolysporaceae, Actinopolysporales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1050370.4	Thiomonas sp. X19	Thiomonas sp. X19, unclassified Thiomonas, Thiomonas, Burkholderiales genera incertae sedis, Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1051139.6	Salinisphaera halophila YIM 95161	Salinisphaera halophila, Salinisphaera, Salinisphaeraceae, Salinisphaerales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1051632.5	Sulfobacillus acidophilus TPY	Sulfobacillus acidophilus, Sulfobacillus, Clostridiales Family XVII. Incertae Sedis, Eubacteriales incertae sedis, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1051662.3	Rhodococcus fascians A44A A44a	Rhodococcus fascians, Rhodococcus, Nocardiaceae, Corynebacteriales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1052.8	Halorhodospira halochloris strain DSM-1059 strain DSM 1059	Halorhodospira halochloris, Halorhodospira, Ectothiorhodospiraceae, Chromatiales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
